branch,day_of_week,hour,support_rows,slot_num_orders,branch_total_customer_rows_in_overlap,branch_total_num_orders_in_overlap,branch_staffed_slot_count,shape_weight_rows,shape_support_strength,shape_weight_num_orders,avg_sales_total_customers,avg_sales_delivery_customers,avg_sales_delivery_share,delivery_customer_profiles,delivery_num_orders,observed_profile_share,share_source,confidence,note,recent_revenue_month,recent_revenue,recent_revenue_share_staffed_branches,overlap_proxy_order_share,sales_to_proxy_gap_ratio,sales_calibration_multiplier,delivery_share_low,delivery_share_base,delivery_share_high,multiplier_low_demand,multiplier_base_demand,multiplier_high_demand,delivery_orders_est,total_orders_est_low,total_orders_est_base,total_orders_est_high
Conut - Tyre,Wednesday,8,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0
Conut - Tyre,Wednesday,9,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0
Conut - Tyre,Wednesday,10,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0
Conut - Tyre,Wednesday,11,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0
Conut - Tyre,Wednesday,12,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0
Conut - Tyre,Wednesday,13,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0
Conut - Tyre,Wednesday,14,1,1.0,21,23,96,0.047619047619047616,1.0,0.043478260869565216,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,1.0952,36.011,43.2132,54.0165
Conut - Tyre,Wednesday,15,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0
Conut - Tyre,Wednesday,16,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0
Conut - Tyre,Wednesday,17,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0
Conut - Tyre,Wednesday,18,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0
Conut - Tyre,Wednesday,19,1,1.0,21,23,96,0.047619047619047616,1.0,0.043478260869565216,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,1.0952,36.011,43.2132,54.0165
Conut - Tyre,Wednesday,20,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0
Conut - Tyre,Wednesday,21,1,1.0,21,23,96,0.047619047619047616,1.0,0.043478260869565216,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,1.0952,36.011,43.2132,54.0165
Conut - Tyre,Wednesday,22,1,2.0,21,23,96,0.047619047619047616,1.0,0.08695652173913043,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,1.0952,36.011,43.2132,54.0165
Conut - Tyre,Wednesday,23,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.02855309592556946,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0
Conut Jnah,Friday,0,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Friday,9,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Friday,10,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Friday,11,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Friday,12,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Friday,13,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Friday,14,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Friday,15,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Friday,16,2,2.0,166,192,111,0.012422360248447206,1.0,0.010416666666666666,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,2.3851,32.7423,49.1134,98.227
Conut Jnah,Friday,17,3,3.0,166,192,111,0.018633540372670808,1.0,0.015625,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,3.5776,49.1135,73.67,147.3404
Conut Jnah,Friday,18,6,6.0,166,192,111,0.037267080745341616,1.0,0.03125,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,7.1553,98.227,147.3401,294.6809
Conut Jnah,Friday,19,3,6.0,166,192,111,0.018633540372670808,1.0,0.03125,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,3.5776,49.1135,73.67,147.3404
Conut Jnah,Friday,20,5,6.0,166,192,111,0.031055900621118012,1.0,0.03125,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,5.9627,81.8558,122.7834,245.5674
Conut Jnah,Friday,21,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Friday,22,5,6.0,166,192,111,0.031055900621118012,1.0,0.03125,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,5.9627,81.8558,122.7834,245.5674
Conut Jnah,Friday,23,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Monday,8,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Monday,9,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Monday,10,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Monday,11,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Monday,12,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Monday,13,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Monday,14,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Monday,15,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Monday,16,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Monday,17,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Monday,18,2,2.0,166,192,111,0.012422360248447206,1.0,0.010416666666666666,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,2.3851,32.7423,49.1134,98.227
Conut Jnah,Monday,19,3,3.0,166,192,111,0.018633540372670808,1.0,0.015625,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,3.5776,49.1135,73.67,147.3404
Conut Jnah,Monday,20,5,5.0,166,192,111,0.031055900621118012,1.0,0.026041666666666668,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,5.9627,81.8558,122.7834,245.5674
Conut Jnah,Monday,21,6,7.0,166,192,111,0.037267080745341616,1.0,0.036458333333333336,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,7.1553,98.227,147.3401,294.6809
Conut Jnah,Monday,22,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Saturday,8,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Saturday,9,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Saturday,10,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Saturday,11,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Saturday,12,1,3.0,166,192,111,0.006211180124223603,1.0,0.015625,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Saturday,13,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Saturday,14,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Saturday,15,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Saturday,16,1,2.0,166,192,111,0.006211180124223603,1.0,0.010416666666666666,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Saturday,17,3,3.0,166,192,111,0.018633540372670808,1.0,0.015625,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,3.5776,49.1135,73.67,147.3404
Conut Jnah,Saturday,18,3,3.0,166,192,111,0.018633540372670808,1.0,0.015625,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,3.5776,49.1135,73.67,147.3404
Conut Jnah,Saturday,19,2,2.0,166,192,111,0.012422360248447206,1.0,0.010416666666666666,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,2.3851,32.7423,49.1134,98.227
Conut Jnah,Saturday,20,4,4.0,166,192,111,0.02484472049689441,1.0,0.020833333333333332,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,4.7702,65.4846,98.2267,196.4539
Conut Jnah,Saturday,21,5,5.0,166,192,111,0.031055900621118012,1.0,0.026041666666666668,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,5.9627,81.8558,122.7834,245.5674
Conut Jnah,Saturday,22,2,2.0,166,192,111,0.012422360248447206,1.0,0.010416666666666666,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,2.3851,32.7423,49.1134,98.227
Conut Jnah,Saturday,23,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Sunday,9,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Sunday,10,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Sunday,11,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Sunday,12,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Sunday,13,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Sunday,14,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Sunday,15,2,2.0,166,192,111,0.012422360248447206,1.0,0.010416666666666666,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,2.3851,32.7423,49.1134,98.227
Conut Jnah,Sunday,16,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Sunday,17,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Sunday,18,4,5.0,166,192,111,0.02484472049689441,1.0,0.026041666666666668,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,4.7702,65.4846,98.2267,196.4539
Conut Jnah,Sunday,19,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Sunday,20,4,5.0,166,192,111,0.02484472049689441,1.0,0.026041666666666668,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,4.7702,65.4846,98.2267,196.4539
