branch,day_of_week,hour,avg_active_employees,median_active_employees,min_active_employees,max_active_employees,slot_observations,observed_days,support_rows,slot_num_orders,branch_total_customer_rows_in_overlap,branch_total_num_orders_in_overlap,branch_staffed_slot_count,shape_weight_rows,shape_support_strength,shape_weight_num_orders,avg_sales_total_customers,avg_sales_delivery_customers,avg_sales_delivery_share,delivery_customer_profiles,delivery_num_orders,observed_profile_share,share_source,confidence,note,recent_revenue_month,recent_revenue,recent_revenue_share_staffed_branches,overlap_proxy_order_share,sales_to_proxy_gap_ratio,sales_calibration_multiplier,delivery_share_low,delivery_share_base,delivery_share_high,multiplier_low_demand,multiplier_base_demand,multiplier_high_demand,delivery_orders_est,total_orders_est_low,total_orders_est_base,total_orders_est_high,shift_bucket,shift_target,branch_target,target_orders_per_employee,required_employees_low,required_employees_base,required_employees_high,gap_low,gap_base,gap_high,status,explanation
Conut - Tyre,Wednesday,22,2.0,2.0,1,3,4,4,1,2.0,21,23,96,0.0476190476190476,1.0,0.0869565217391304,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,1.0952,36.011,43.2132,54.0165,evening,19.2059,20.6245,19.2059,2,3,3,0.0,1.0,1.0,understaffed,"Conut - Tyre on Wednesday at 22:00 — understaffed. Active: 2.0, required: 3.0 (gap=+1.0). Estimated orders: 43.2 total, 1.1 delivery. Need 1.0 more employees."
Conut - Tyre,Wednesday,23,1.75,2.0,1,2,4,4,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,evening,19.2059,20.6245,19.2059,1,1,1,-0.75,-0.75,-0.75,balanced,"Conut - Tyre on Wednesday at 23:00 — balanced. Active: 1.8, required: 1.0 (gap=-0.8). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Friday,0,1.0,1.0,1,1,1,1,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,overnight,,28.9655,28.9655,1,1,1,0.0,0.0,0.0,balanced,"Conut Jnah on Friday at 00:00 — balanced. Active: 1.0, required: 1.0 (gap=+0.0). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Friday,9,1.33,1.0,1,2,3,3,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,morning,,28.9655,28.9655,1,1,1,-0.33,-0.33,-0.33,balanced,"Conut Jnah on Friday at 09:00 — balanced. Active: 1.3, required: 1.0 (gap=-0.3). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Friday,10,1.67,2.0,1,2,3,3,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,morning,,28.9655,28.9655,1,1,1,-0.67,-0.67,-0.67,balanced,"Conut Jnah on Friday at 10:00 — balanced. Active: 1.7, required: 1.0 (gap=-0.7). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Friday,11,1.67,2.0,1,2,3,3,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,morning,,28.9655,28.9655,1,1,1,-0.67,-0.67,-0.67,balanced,"Conut Jnah on Friday at 11:00 — balanced. Active: 1.7, required: 1.0 (gap=-0.7). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Friday,12,1.67,2.0,1,2,3,3,1,1.0,166,192,111,0.0062111801242236,1.0,0.0052083333333333,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135,afternoon,14.7046,28.9655,14.7046,2,2,4,0.33,0.33,2.33,balanced,"Conut Jnah on Friday at 12:00 — balanced. Active: 1.7, required: 2.0 (gap=+0.3). Estimated orders: 24.6 total, 1.2 delivery. Staffing level is appropriate."
Conut Jnah,Friday,13,2.33,2.0,2,3,3,3,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,afternoon,14.7046,28.9655,14.7046,1,1,1,-1.33,-1.33,-1.33,overstaffed,"Conut Jnah on Friday at 13:00 — overstaffed. Active: 2.3, required: 1.0 (gap=-1.3). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.3 employees."
Conut Jnah,Friday,14,1.67,2.0,1,2,3,3,1,1.0,166,192,111,0.0062111801242236,1.0,0.0052083333333333,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135,afternoon,14.7046,28.9655,14.7046,2,2,4,0.33,0.33,2.33,balanced,"Conut Jnah on Friday at 14:00 — balanced. Active: 1.7, required: 2.0 (gap=+0.3). Estimated orders: 24.6 total, 1.2 delivery. Staffing level is appropriate."
Conut Jnah,Friday,15,2.0,2.0,1,3,3,3,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,afternoon,14.7046,28.9655,14.7046,1,1,1,-1.0,-1.0,-1.0,overstaffed,"Conut Jnah on Friday at 15:00 — overstaffed. Active: 2.0, required: 1.0 (gap=-1.0). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.0 employees."
Conut Jnah,Friday,16,1.33,1.0,1,2,3,3,2,2.0,166,192,111,0.0124223602484472,1.0,0.0104166666666666,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,2.3851,32.7423,49.1134,98.227,afternoon,14.7046,28.9655,14.7046,3,4,7,1.67,2.67,5.67,understaffed,"Conut Jnah on Friday at 16:00 — understaffed. Active: 1.3, required: 4.0 (gap=+2.7). Estimated orders: 49.1 total, 2.4 delivery. Need 2.7 more employees."
Conut Jnah,Friday,17,1.33,1.0,1,2,3,3,3,3.0,166,192,111,0.0186335403726708,1.0,0.015625,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,3.5776,49.1135,73.67,147.3404,evening,28.9655,28.9655,28.9655,2,3,6,0.67,1.67,4.67,understaffed,"Conut Jnah on Friday at 17:00 — understaffed. Active: 1.3, required: 3.0 (gap=+1.7). Estimated orders: 73.7 total, 3.6 delivery. Need 1.7 more employees."
Conut Jnah,Friday,18,1.25,1.0,1,2,4,4,6,6.0,166,192,111,0.0372670807453416,1.0,0.03125,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,7.1553,98.227,147.3401,294.6809,evening,28.9655,28.9655,28.9655,4,6,11,2.75,4.75,9.75,understaffed,"Conut Jnah on Friday at 18:00 — understaffed. Active: 1.2, required: 6.0 (gap=+4.8). Estimated orders: 147.3 total, 7.2 delivery. Need 4.8 more employees."
Conut Jnah,Friday,19,1.25,1.0,1,2,4,4,3,6.0,166,192,111,0.0186335403726708,1.0,0.03125,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,3.5776,49.1135,73.67,147.3404,evening,28.9655,28.9655,28.9655,2,3,6,0.75,1.75,4.75,understaffed,"Conut Jnah on Friday at 19:00 — understaffed. Active: 1.2, required: 3.0 (gap=+1.8). Estimated orders: 73.7 total, 3.6 delivery. Need 1.8 more employees."
Conut Jnah,Friday,20,1.33,1.0,1,2,3,3,5,6.0,166,192,111,0.031055900621118,1.0,0.03125,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,5.9627,81.8558,122.7834,245.5674,evening,28.9655,28.9655,28.9655,3,5,9,1.67,3.67,7.67,understaffed,"Conut Jnah on Friday at 20:00 — understaffed. Active: 1.3, required: 5.0 (gap=+3.7). Estimated orders: 122.8 total, 6.0 delivery. Need 3.7 more employees."
Conut Jnah,Friday,21,1.33,1.0,1,2,3,3,1,1.0,166,192,111,0.0062111801242236,1.0,0.0052083333333333,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135,evening,28.9655,28.9655,28.9655,1,1,2,-0.33,-0.33,0.67,balanced,"Conut Jnah on Friday at 21:00 — balanced. Active: 1.3, required: 1.0 (gap=-0.3). Estimated orders: 24.6 total, 1.2 delivery. Staffing level is appropriate."
Conut Jnah,Friday,22,1.33,1.0,1,2,3,3,5,6.0,166,192,111,0.031055900621118,1.0,0.03125,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,5.9627,81.8558,122.7834,245.5674,evening,28.9655,28.9655,28.9655,3,5,9,1.67,3.67,7.67,understaffed,"Conut Jnah on Friday at 22:00 — understaffed. Active: 1.3, required: 5.0 (gap=+3.7). Estimated orders: 122.8 total, 6.0 delivery. Need 3.7 more employees."
Conut Jnah,Friday,23,1.0,1.0,1,1,2,2,1,1.0,166,192,111,0.0062111801242236,1.0,0.0052083333333333,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135,evening,28.9655,28.9655,28.9655,1,1,2,0.0,0.0,1.0,balanced,"Conut Jnah on Friday at 23:00 — balanced. Active: 1.0, required: 1.0 (gap=+0.0). Estimated orders: 24.6 total, 1.2 delivery. Staffing level is appropriate."
Conut Jnah,Monday,8,1.0,1.0,1,1,1,1,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,morning,,28.9655,28.9655,1,1,1,0.0,0.0,0.0,balanced,"Conut Jnah on Monday at 08:00 — balanced. Active: 1.0, required: 1.0 (gap=+0.0). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Monday,9,1.25,1.0,1,2,4,4,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,morning,,28.9655,28.9655,1,1,1,-0.25,-0.25,-0.25,balanced,"Conut Jnah on Monday at 09:00 — balanced. Active: 1.2, required: 1.0 (gap=-0.2). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Monday,10,1.2,1.0,1,2,5,5,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,morning,,28.9655,28.9655,1,1,1,-0.2,-0.2,-0.2,balanced,"Conut Jnah on Monday at 10:00 — balanced. Active: 1.2, required: 1.0 (gap=-0.2). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Monday,11,1.2,1.0,1,2,5,5,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,morning,,28.9655,28.9655,1,1,1,-0.2,-0.2,-0.2,balanced,"Conut Jnah on Monday at 11:00 — balanced. Active: 1.2, required: 1.0 (gap=-0.2). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Monday,12,1.2,1.0,1,2,5,5,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,afternoon,14.7046,28.9655,14.7046,1,1,1,-0.2,-0.2,-0.2,balanced,"Conut Jnah on Monday at 12:00 — balanced. Active: 1.2, required: 1.0 (gap=-0.2). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Monday,13,2.0,2.0,1,3,5,5,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,afternoon,14.7046,28.9655,14.7046,1,1,1,-1.0,-1.0,-1.0,overstaffed,"Conut Jnah on Monday at 13:00 — overstaffed. Active: 2.0, required: 1.0 (gap=-1.0). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.0 employees."
Conut Jnah,Monday,14,2.0,2.0,1,3,5,5,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,afternoon,14.7046,28.9655,14.7046,1,1,1,-1.0,-1.0,-1.0,overstaffed,"Conut Jnah on Monday at 14:00 — overstaffed. Active: 2.0, required: 1.0 (gap=-1.0). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.0 employees."
Conut Jnah,Monday,15,2.0,2.0,1,3,5,5,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,afternoon,14.7046,28.9655,14.7046,1,1,1,-1.0,-1.0,-1.0,overstaffed,"Conut Jnah on Monday at 15:00 — overstaffed. Active: 2.0, required: 1.0 (gap=-1.0). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.0 employees."
Conut Jnah,Monday,16,1.8,2.0,1,2,5,5,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,afternoon,14.7046,28.9655,14.7046,1,1,1,-0.8,-0.8,-0.8,balanced,"Conut Jnah on Monday at 16:00 — balanced. Active: 1.8, required: 1.0 (gap=-0.8). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Monday,17,1.25,1.0,1,2,4,4,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,evening,28.9655,28.9655,28.9655,1,1,1,-0.25,-0.25,-0.25,balanced,"Conut Jnah on Monday at 17:00 — balanced. Active: 1.2, required: 1.0 (gap=-0.2). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Monday,18,1.25,1.0,1,2,4,4,2,2.0,166,192,111,0.0124223602484472,1.0,0.0104166666666666,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,2.3851,32.7423,49.1134,98.227,evening,28.9655,28.9655,28.9655,2,2,4,0.75,0.75,2.75,balanced,"Conut Jnah on Monday at 18:00 — balanced. Active: 1.2, required: 2.0 (gap=+0.8). Estimated orders: 49.1 total, 2.4 delivery. Staffing level is appropriate."
Conut Jnah,Monday,19,1.0,1.0,1,1,4,4,3,3.0,166,192,111,0.0186335403726708,1.0,0.015625,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,3.5776,49.1135,73.67,147.3404,evening,28.9655,28.9655,28.9655,2,3,6,1.0,2.0,5.0,understaffed,"Conut Jnah on Monday at 19:00 — understaffed. Active: 1.0, required: 3.0 (gap=+2.0). Estimated orders: 73.7 total, 3.6 delivery. Need 2.0 more employees."
Conut Jnah,Monday,20,1.0,1.0,1,1,4,4,5,5.0,166,192,111,0.031055900621118,1.0,0.0260416666666666,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,5.9627,81.8558,122.7834,245.5674,evening,28.9655,28.9655,28.9655,3,5,9,2.0,4.0,8.0,understaffed,"Conut Jnah on Monday at 20:00 — understaffed. Active: 1.0, required: 5.0 (gap=+4.0). Estimated orders: 122.8 total, 6.0 delivery. Need 4.0 more employees."
Conut Jnah,Monday,21,1.0,1.0,1,1,4,4,6,7.0,166,192,111,0.0372670807453416,1.0,0.0364583333333333,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,7.1553,98.227,147.3401,294.6809,evening,28.9655,28.9655,28.9655,4,6,11,3.0,5.0,10.0,understaffed,"Conut Jnah on Monday at 21:00 — understaffed. Active: 1.0, required: 6.0 (gap=+5.0). Estimated orders: 147.3 total, 7.2 delivery. Need 5.0 more employees."
Conut Jnah,Monday,22,1.0,1.0,1,1,3,3,1,1.0,166,192,111,0.0062111801242236,1.0,0.0052083333333333,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135,evening,28.9655,28.9655,28.9655,1,1,2,0.0,0.0,1.0,balanced,"Conut Jnah on Monday at 22:00 — balanced. Active: 1.0, required: 1.0 (gap=+0.0). Estimated orders: 24.6 total, 1.2 delivery. Staffing level is appropriate."
Conut Jnah,Saturday,8,1.5,1.5,1,2,2,2,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,morning,,28.9655,28.9655,1,1,1,-0.5,-0.5,-0.5,balanced,"Conut Jnah on Saturday at 08:00 — balanced. Active: 1.5, required: 1.0 (gap=-0.5). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Saturday,9,1.67,2.0,1,2,3,3,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,morning,,28.9655,28.9655,1,1,1,-0.67,-0.67,-0.67,balanced,"Conut Jnah on Saturday at 09:00 — balanced. Active: 1.7, required: 1.0 (gap=-0.7). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Saturday,10,1.67,2.0,1,2,3,3,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,morning,,28.9655,28.9655,1,1,1,-0.67,-0.67,-0.67,balanced,"Conut Jnah on Saturday at 10:00 — balanced. Active: 1.7, required: 1.0 (gap=-0.7). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Saturday,11,1.67,2.0,1,2,3,3,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,morning,,28.9655,28.9655,1,1,1,-0.67,-0.67,-0.67,balanced,"Conut Jnah on Saturday at 11:00 — balanced. Active: 1.7, required: 1.0 (gap=-0.7). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut Jnah,Saturday,12,1.67,2.0,1,2,3,3,1,3.0,166,192,111,0.0062111801242236,1.0,0.015625,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135,afternoon,14.7046,28.9655,14.7046,2,2,4,0.33,0.33,2.33,balanced,"Conut Jnah on Saturday at 12:00 — balanced. Active: 1.7, required: 2.0 (gap=+0.3). Estimated orders: 24.6 total, 1.2 delivery. Staffing level is appropriate."
Conut Jnah,Saturday,13,2.0,2.0,1,3,4,4,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,afternoon,14.7046,28.9655,14.7046,1,1,1,-1.0,-1.0,-1.0,overstaffed,"Conut Jnah on Saturday at 13:00 — overstaffed. Active: 2.0, required: 1.0 (gap=-1.0). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.0 employees."
Conut Jnah,Saturday,14,2.0,2.0,1,3,4,4,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,afternoon,14.7046,28.9655,14.7046,1,1,1,-1.0,-1.0,-1.0,overstaffed,"Conut Jnah on Saturday at 14:00 — overstaffed. Active: 2.0, required: 1.0 (gap=-1.0). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.0 employees."
Conut Jnah,Saturday,15,2.25,2.0,2,3,4,4,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.0485629335976214,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0,afternoon,14.7046,28.9655,14.7046,1,1,1,-1.25,-1.25,-1.25,overstaffed,"Conut Jnah on Saturday at 15:00 — overstaffed. Active: 2.2, required: 1.0 (gap=-1.2). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.2 employees."
