branch,customer,basket_id,item,qty,price
Conut Jnah,Person_0138,10,WATER,1.0,79459.45
Conut Jnah,Person_0138,10,WATER,1.0,79459.45
Conut Jnah,Person_0138,10,WHITE CHOCOLATE SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0139,11,[CARAMEL DRESSING],1.0,0.0
Conut Jnah,Person_0139,11,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0139,11,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0139,11,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0139,11,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0139,11,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08
Conut Jnah,Person_0139,11,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08
Conut Jnah,Person_0139,11,FULL FAT MILK,1.0,0.0
Conut Jnah,Person_0139,11,NO WHIPPED CREAM,1.0,0.0
Conut Jnah,Person_0139,11,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0139,11,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0139,11,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0139,11,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0139,11,TOFFEE NUT MILKSHAKE,1.0,774729.73
Conut Jnah,Person_0139,11,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0139,11,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0140,12,CHOCOLATE SAUCE,1.0,90054.05
Conut Jnah,Person_0140,12,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0140,12,FULL FAT MILK,1.0,0.0
Conut Jnah,Person_0140,12,FULL FAT MILK,1.0,0.0
Conut Jnah,Person_0140,12,HOT MILK,1.0,178783.78
Conut Jnah,Person_0140,12,HOT MILK,1.0,178783.78
Conut Jnah,Person_0140,12,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0140,12,PRESSED,1.0,0.0
Conut Jnah,Person_0140,12,VANILLA SYRUP,1.0,90054.05
Conut Jnah,Person_0141,13,[NO DRESSING],1.0,0.0
Conut Jnah,Person_0141,13,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0141,13,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0141,13,"CARAMEL SAUCE  ,(R)",1.0,0.0
Conut Jnah,Person_0141,13,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0141,13,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0141,13,CHIMNEY BOSTON CHEESECAKE,1.0,1311081.08
Conut Jnah,Person_0141,13,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0141,13,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0141,13,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0141,13,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08
Conut Jnah,Person_0141,13,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08
Conut Jnah,Person_0141,13,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0141,13,CRUSHED LOTUS .(R),1.0,0.0
Conut Jnah,Person_0141,13,FRUIT LOOPS MILKSHAKE,1.0,774729.73
Conut Jnah,Person_0141,13,FULL FAT MILK,1.0,0.0
Conut Jnah,Person_0141,13,MINI THE ONE,1.0,507216.22
Conut Jnah,Person_0141,13,NO SPREAD,1.0,0.0
Conut Jnah,Person_0141,13,"NO SPREAD,,",1.0,0.0
Conut Jnah,Person_0141,13,NO WHIPPED CREAM,1.0,0.0
Conut Jnah,Person_0141,13,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0141,13,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0141,13,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0141,13,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0141,13,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0141,13,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0141,13,NUTELLA SPREAD MINI.,1.0,0.0
Conut Jnah,Person_0141,13,"PISTACHIO SAUCE ,(P)",1.0,40540.54
Conut Jnah,Person_0141,13,PRESSED,1.0,0.0
Conut Jnah,Person_0141,13,STRAWBERRY .(R),1.0,0.0
Conut Jnah,Person_0141,13,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0141,13,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0141,13,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0141,13,WATER,1.0,79459.45
Conut Jnah,Person_0141,13,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0141,13,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0142,14,[CHOCOLATE DRESSING],1.0,0.0
Conut Jnah,Person_0142,14,BLUEBERRIES.,1.0,238378.38
Conut Jnah,Person_0142,14,BLUEBERRIES.,1.0,238378.38
Conut Jnah,Person_0142,14,BLUEBERRIES.,1.0,238378.38
Conut Jnah,Person_0142,14,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0142,14,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0142,14,BROWNIES.,1.0,178783.78
Conut Jnah,Person_0142,14,CAFFE LATTE,1.0,417162.16
Conut Jnah,Person_0142,14,CARAMEL MACHIATO,1.0,536351.34
Conut Jnah,Person_0142,14,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0142,14,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0142,14,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0142,14,CHIMNEY BERRY MIX,1.0,1251486.48
Conut Jnah,Person_0142,14,CHIMNEY PISTACHIO,1.0,1430270.27
Conut Jnah,Person_0142,14,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0142,14,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0142,14,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0142,14,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0142,14,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0142,14,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0142,14,DOUBLE CHOCOLATE MILKSHAKE,1.0,774729.73
Conut Jnah,Person_0142,14,FULL FAT MILK,1.0,0.0
Conut Jnah,Person_0142,14,FULL FAT MILK,1.0,0.0
Conut Jnah,Person_0142,14,HOT,1.0,0.0
Conut Jnah,Person_0142,14,ICED,1.0,0.0
Conut Jnah,Person_0142,14,NO SPREAD,1.0,0.0
Conut Jnah,Person_0142,14,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0142,14,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0142,14,NUTELLA SAUCE.,1.0,178783.78
Conut Jnah,Person_0142,14,NUTELLA SPREAD CHIMNEY,1.0,178783.78
Conut Jnah,Person_0142,14,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0142,14,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0142,14,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0142,14,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0142,14,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0142,14,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0142,14,PRESSED,1.0,0.0
Conut Jnah,Person_0142,14,REGULAR.,1.0,0.0
Conut Jnah,Person_0142,14,REGULAR.,1.0,0.0
Conut Jnah,Person_0142,14,SKIMMED MILK.,1.0,0.0
Conut Jnah,Person_0142,14,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0142,14,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0142,14,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0142,14,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0142,14,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0142,14,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0142,14,WATER,1.0,79459.45
Conut Jnah,Person_0142,14,"WHIPPED CREAM   ,",1.0,0.0
Conut Jnah,Person_0142,14,WHIPPED CREAM...,1.0,0.0
Conut Jnah,Person_0143,15,AFFOGATO,1.0,536351.34
Conut Jnah,Person_0144,16,CAFFE LATTE,1.0,417162.16
Conut Jnah,Person_0144,16,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0144,16,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0144,16,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0144,16,FULL FAT MILK,1.0,0.0
Conut Jnah,Person_0144,16,ICED,1.0,0.0
Conut Jnah,Person_0144,16,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0144,16,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0144,16,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0144,16,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0144,16,REGULAR.,1.0,0.0
Conut Jnah,Person_0144,16,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0144,16,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0144,16,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0144,16,WATER,1.0,79459.45
Conut Jnah,Person_0144,16,WATER,1.0,79459.45
Conut Jnah,Person_0144,16,WHITE CHOCOLATE SAUCE .(R),1.0,0.0
Conut Jnah,Person_0144,16,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0145,17,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0145,17,MINI BERRY MIX,1.0,507216.22
Conut Jnah,Person_0145,17,MINI THE ONE,1.0,507216.22
Conut Jnah,Person_0145,17,"NUTELLA SAUCE ,(R)",1.0,0.0
Conut Jnah,Person_0145,17,NUTELLA SPREAD MINI.,1.0,0.0
Conut Jnah,Person_0145,17,PISTACHIO SPREAD MINI.,1.0,30459.46
Conut Jnah,Person_0145,17,PISTACHIO TOPPING.,1.0,0.0
Conut Jnah,Person_0145,17,STRAWBERRY .(R),1.0,0.0
Conut Jnah,Person_0145,17,WHIPPED CREAM  .,1.0,0.0
Conut Jnah,Person_0146,18,TAKE AWAY,1.0,0.0
Conut Jnah,Person_0147,19,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0147,19,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0147,19,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0147,19,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0147,19,HOT,1.0,0.0
Conut Jnah,Person_0147,19,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0147,19,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0147,19,REGULAR.,1.0,0.0
Conut Jnah,Person_0147,19,SINGLE ESPRESSO,1.0,238378.38
Conut Jnah,Person_0147,19,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0147,19,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0147,19,TIRAMISU CHIMNEY,1.0,1311081.08
Conut Jnah,Person_0147,19,TIRAMISU CHIMNEY,1.0,1311081.08
Conut Jnah,Person_0147,19,WATER,1.0,79459.45
Conut Jnah,Person_0148,20,ADD ICE CREAM,1.0,476756.75
Conut Jnah,Person_0148,20,"BROWNIES , (R)",1.0,0.0
Conut Jnah,Person_0148,20,CAFE MOCHA,1.0,507216.22
Conut Jnah,Person_0148,20,CAFFE LATTE,1.0,417162.16
Conut Jnah,Person_0148,20,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0148,20,CONUT TRIPLE CHOCOLATE,1.0,924378.38
Conut Jnah,Person_0148,20,CONUT TRIPLE CHOCOLATE,1.0,924378.38
Conut Jnah,Person_0148,20,DOUBLE ESPRESSO,1.0,328432.43
Conut Jnah,Person_0148,20,DOUBLE ESPRESSO,1.0,328432.43
Conut Jnah,Person_0148,20,DOUBLE ESPRESSO,1.0,328432.43
Conut Jnah,Person_0148,20,DOUBLE ESPRESSO,1.0,328432.43
Conut Jnah,Person_0148,20,FULL FAT MILK,1.0,0.0
Conut Jnah,Person_0148,20,HOT,1.0,0.0
Conut Jnah,Person_0148,20,HOT,1.0,0.0
Conut Jnah,Person_0148,20,HOT,1.0,0.0
Conut Jnah,Person_0148,20,HOT,1.0,0.0
Conut Jnah,Person_0148,20,ICE CREAM ON THE SIDE,1.0,0.0
Conut Jnah,Person_0148,20,ICED,1.0,0.0
Conut Jnah,Person_0148,20,ICED,1.0,0.0
Conut Jnah,Person_0148,20,ICED,1.0,0.0
Conut Jnah,Person_0148,20,ICED,1.0,0.0
Conut Jnah,Person_0148,20,ICED SHAKEN ESPRESSO,1.0,507216.22
Conut Jnah,Person_0148,20,LACTOSE FREE MILK.,1.0,0.0
Conut Jnah,Person_0148,20,LACTOSE FREE MILK.,1.0,0.0
Conut Jnah,Person_0148,20,LOTUS SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0148,20,NO SPREAD,1.0,0.0
Conut Jnah,Person_0148,20,NUTELLA SAUCE . (R),1.0,0.0
Conut Jnah,Person_0148,20,REGULAR.,1.0,0.0
Conut Jnah,Person_0148,20,REGULAR.,1.0,0.0
Conut Jnah,Person_0148,20,REGULAR.,1.0,0.0
Conut Jnah,Person_0148,20,REGULAR.,1.0,0.0
Conut Jnah,Person_0148,20,REGULAR.,1.0,0.0
Conut Jnah,Person_0148,20,REGULAR.,1.0,0.0
Conut Jnah,Person_0148,20,REGULAR.,1.0,0.0
Conut Jnah,Person_0148,20,REGULAR.,1.0,0.0
Conut Jnah,Person_0148,20,REGULAR.,1.0,0.0
Conut Jnah,Person_0148,20,SINGLE ESPRESSO,1.0,238378.38
Conut Jnah,Person_0148,20,SINGLE ESPRESSO,1.0,238378.38
Conut Jnah,Person_0148,20,"STRAWBERRY , (R)",1.0,0.0
Conut Jnah,Person_0148,20,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0148,20,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0148,20,"WHITE CHOCOLATE SAUCE , (R)",1.0,0.0
Conut Jnah,Person_0148,20,WHITE CHOCOLATE SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0149,21,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0149,21,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0149,21,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0149,21,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0149,21,PISTACHIO SPREAD CHIMNEY.,1.0,59594.59
Conut Jnah,Person_0149,21,PRESSED,1.0,0.0
Conut Jnah,Person_0149,21,PRESSED,1.0,0.0
Conut Jnah,Person_0149,21,STRAWBERRY.,1.0,178783.78
Conut Jnah,Person_0149,21,STRAWBERRY.,1.0,178783.78
Conut Jnah,Person_0149,21,STRAWBERRY.,1.0,178783.78
Conut Jnah,Person_0149,21,STRAWBERRY.,1.0,178783.78
Conut Jnah,Person_0150,22,ADD ICE CREAM,1.0,476756.75
Conut Jnah,Person_0150,22,"BROWNIES , (R)",1.0,0.0
Conut Jnah,Person_0150,22,"CARAMEL SAUCE , (R)",1.0,0.0
Conut Jnah,Person_0150,22,CONUT THE ONE,1.0,893918.92
Conut Jnah,Person_0150,22,CONUT TRIPLE CHOCOLATE,1.0,924378.38
Conut Jnah,Person_0150,22,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0150,22,ICE CREAM ON THE SIDE,1.0,0.0
Conut Jnah,Person_0150,22,NUTELLA SAUCE . (R),1.0,0.0
Conut Jnah,Person_0150,22,NUTELLA SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0150,22,"STRAWBERRY , (R)",1.0,0.0
Conut Jnah,Person_0150,22,WHITE CHOCOLATE SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0151,23,"CARAMEL SAUCE , (R)",1.0,0.0
Conut Jnah,Person_0151,23,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0151,23,CONUT THE ONE,1.0,893918.92
Conut Jnah,Person_0151,23,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0151,23,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0151,23,NUTELLA SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0151,23,PRESSED,1.0,0.0
Conut Jnah,Person_0151,23,"STRAWBERRY , (R)",1.0,0.0
Conut Jnah,Person_0152,24,"BLUEBERRIES , (P)",1.0,40540.54
Conut Jnah,Person_0152,24,"BLUEBERRIES, (P)",1.0,20720.72
Conut Jnah,Person_0152,24,"BROWNIES , (R)",1.0,0.0
Conut Jnah,Person_0152,24,"BROWNIES , (R)",1.0,0.0
Conut Jnah,Person_0152,24,CHIMNEY THE ORIGINAL,1.0,1191891.89
Conut Jnah,Person_0152,24,CONUT BOSTON CHEESECAKE,1.0,924378.38
Conut Jnah,Person_0152,24,CONUT THE ONE,1.0,893918.92
Conut Jnah,Person_0152,24,CONUT TRIPLE CHOCOLATE,1.0,924378.38
Conut Jnah,Person_0152,24,"CRUSHED LOTUS , (R)",1.0,0.0
Conut Jnah,Person_0152,24,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0152,24,ICE CREAM ON THE SIDE,1.0,0.0
Conut Jnah,Person_0152,24,"LOTUS SAUCE , (R)",1.0,0.0
Conut Jnah,Person_0152,24,LOTUS SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0152,24,LOTUS SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0152,24,NO SPREAD..,1.0,0.0
Conut Jnah,Person_0152,24,NUTELLA SAUCE . (R),1.0,0.0
Conut Jnah,Person_0152,24,RASPBERRIES (P),1.0,119189.19
Conut Jnah,Person_0152,24,RASPBERRIES.,1.0,238378.38
Conut Jnah,Person_0152,24,STRAWBERRIES (R),1.0,90054.05
Conut Jnah,Person_0152,24,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0152,24,WHITE CHOCOLATE SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0153,25,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0153,25,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0153,25,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0153,25,NO TOPPINGS,1.0,0.0
Conut Jnah,Person_0153,25,NO TOPPINGS,1.0,0.0
Conut Jnah,Person_0153,25,NO TOPPINGS,1.0,0.0
Conut Jnah,Person_0153,25,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0153,25,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0153,25,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0154,26,"CARAMEL SAUCE  ,(R)",1.0,0.0
Conut Jnah,Person_0154,26,"CRUSHED LOTUS,(R)",1.0,0.0
Conut Jnah,Person_0154,26,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0154,26,MINI BOSTON CHEESECAKE,1.0,536351.34
Conut Jnah,Person_0154,26,MINI THE ONE,1.0,507216.22
Conut Jnah,Person_0154,26,NO SPREAD .,1.0,0.0
Conut Jnah,Person_0154,26,NUTELLA SPREAD MINI.,1.0,0.0
Conut Jnah,Person_0154,26,STRAWBERRY .(R),1.0,0.0
Conut Jnah,Person_0154,26,STRAWBERRY .(R),1.0,0.0
Conut Jnah,Person_0154,26,TIRAMISU MINI CONUT,1.0,595945.95
Conut Jnah,Person_0155,27,"CARAMEL SAUCE , (R)",1.0,0.0
Conut Jnah,Person_0155,27,CONUT THE ONE,1.0,893918.92
Conut Jnah,Person_0155,27,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0155,27,NUTELLA SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0155,27,"STRAWBERRY , (R)",1.0,0.0
Conut Jnah,Person_0156,28,"CARAMEL SAUCE , (R)",1.0,0.0
Conut Jnah,Person_0156,28,"CARAMEL SAUCE , (R)",-1.0,0.0
Conut Jnah,Person_0156,28,CONUT BERRY MIX,-1.0,-893918.92
Conut Jnah,Person_0156,28,CONUT BERRY MIX,1.0,893918.92
Conut Jnah,Person_0156,28,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0156,28,DELIVERY CHARGE,-1.0,-238378.38
Conut Jnah,Person_0156,28,NUTELLA SAUCE . (R),-1.0,0.0
Conut Jnah,Person_0156,28,NUTELLA SAUCE . (R),1.0,0.0
Conut Jnah,Person_0156,28,NUTELLA SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0156,28,NUTELLA SPREAD CONUT.,-1.0,0.0
Conut Jnah,Person_0157,29,BLUEBERRIES.,1.0,238378.38
Conut Jnah,Person_0157,29,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0157,29,CRUSHED LOTUS.,1.0,178783.78
Conut Jnah,Person_0157,29,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0157,29,LOTUS SAUCE.,1.0,178783.78
Conut Jnah,Person_0157,29,LOTUS SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0157,29,PISTACHIO SPREAD CHIMNEY,1.0,238378.38
Conut Jnah,Person_0157,29,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0157,29,WHITE CHOCOLATE SAUCE .(R),1.0,0.0
Conut Jnah,Person_0158,30,ADD ICE CREAM,1.0,476756.75
Conut Jnah,Person_0158,30,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0158,30,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0158,30,ICE CREAM ON THE SIDE,1.0,0.0
Conut Jnah,Person_0158,30,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0158,30,PRESSED,1.0,0.0
Conut Jnah,Person_0159,31,ADD ICE CREAM,1.0,476756.75
Conut Jnah,Person_0159,31,ADD ICE CREAM,1.0,476756.75
Conut Jnah,Person_0159,31,ADD ICE CREAM,1.0,476756.75
Conut Jnah,Person_0159,31,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0159,31,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0159,31,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0159,31,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0159,31,ICE CREAM ON THE SIDE,1.0,0.0
Conut Jnah,Person_0159,31,ICE CREAM ON THE SIDE,1.0,0.0
Conut Jnah,Person_0159,31,ICE CREAM ON THE SIDE,1.0,0.0
Conut Jnah,Person_0159,31,NO CINNAMON,1.0,0.0
Conut Jnah,Person_0159,31,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0159,31,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0159,31,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0159,31,PRESSED,1.0,0.0
Conut Jnah,Person_0159,31,PRESSED,1.0,0.0
Conut Jnah,Person_0159,31,PRESSED,1.0,0.0
Conut Jnah,Person_0160,32,BOSTON CHEESECAKE MINI,1.0,0.0
Conut Jnah,Person_0160,32,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0160,32,PISTACHIO MINI,1.0,0.0
Conut Jnah,Person_0160,32,THE ONE MINI,1.0,0.0
Conut Jnah,Person_0160,32,THE SHARING BOX.,1.0,1668648.66
Conut Jnah,Person_0160,32,TRIPLE CHOCOLATE MINI,1.0,0.0
Conut Jnah,Person_0161,33,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0161,33,CHIMNEY THE ORIGINAL,1.0,1191891.89
Conut Jnah,Person_0161,33,CHIMNEY THE ORIGINAL,1.0,1191891.89
Conut Jnah,Person_0161,33,CHIMNEY THE ORIGINAL,1.0,1191891.89
Conut Jnah,Person_0161,33,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0161,33,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0161,33,ICE CREAM ON THE SIDE,1.0,0.0
Conut Jnah,Person_0161,33,ICE CREAM ON THE SIDE,1.0,0.0
Conut Jnah,Person_0161,33,ICE CREAM ON THE SIDE,1.0,0.0
Conut Jnah,Person_0161,33,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0161,33,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0161,33,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0161,33,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0161,33,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0161,33,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0161,33,"RASPBERRIES ,(P)",1.0,40540.54
Conut Jnah,Person_0161,33,"RASPBERRIES ,(P)",1.0,40540.54
Conut Jnah,Person_0162,34,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0162,34,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0162,34,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0162,34,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0162,34,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0162,34,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0162,34,NO SPREAD,1.0,0.0
Conut Jnah,Person_0162,34,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0162,34,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0162,34,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0162,34,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0162,34,PRESSED,1.0,0.0
Conut Jnah,Person_0162,34,PRESSED,1.0,0.0
Conut Jnah,Person_0162,34,PRESSED,1.0,0.0
Conut Jnah,Person_0162,34,REGULAR,1.0,0.0
Conut Jnah,Person_0162,34,REGULAR,1.0,0.0
Conut Jnah,Person_0163,35,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0163,35,CHIMNEY THE ORIGINAL,1.0,1191891.89
Conut Jnah,Person_0163,35,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0163,35,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0163,35,ICE CREAM ON THE SIDE,1.0,0.0
Conut Jnah,Person_0163,35,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0163,35,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0163,35,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0163,35,PRESSED,1.0,0.0
Conut Jnah,Person_0163,35,STRAWBERRY.,1.0,178783.78
Conut Jnah,Person_0164,36,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0164,36,DELIVERY CHARGE,1.0,238378.38
