branch,division,group,item,qty,amount,is_modifier,category,item_sales_share_within_branch,item_rank_within_branch,item_rank_within_division
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"PEANUT BUTTER CUP , (P)",4.0,121837.83,False,core_food,2.2e-05,107.0,11.0
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,PISTACHIO SAUCE . (P),95.0,2893648.55,False,core_food,0.000526,58.0,2.0
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"PASSION FRUITS SAUCE ,(P)",9.0,274135.13,False,core_food,5e-05,99.0,8.0
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"RASPBERRY JAM , (P)",13.0,395972.96,False,core_food,7.2e-05,94.0,7.0
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"CHERRY JAM, (P)",6.0,182756.75,False,core_food,3.3e-05,104.0,10.0
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,GUMMY BEARS . (R),46.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"MARSHMALLOWS , (R)",68.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,CRISPY CREPE . (R),16.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"SALTED PRETZELS , (R)",1.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,NUTELLA SAUCE . (R),1216.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"DARK CHOCOLATE SAUCE , (R)",4.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,FRUIT LOOPS . (R),15.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"WHIPPED CREAM  ,",175.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,SWITCH TO ICE CREAM,20.0,7151351.26,False,core_food,0.001299,45.0,1.0
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,PISTACHIO TOPPING,266.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"STRAWBERRY,(R)",869.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,BROWNIES . (R),370.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,CRUSHED OREO .(R),16.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,CRUSHED LOTUS .(R),54.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,SPRINKLES .(R),6.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"NUTELLA SAUCE,(R)",577.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"LOTUS SAUCE,(R)",16.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,WHITE CHOCOLATE SAUCE .(R),11.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"CARAMEL SAUCE, (R)",432.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,NO TOPPINGS,30.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"BLUEBERRIES , (P)",27.0,1609054.03,False,core_food,0.000292,72.0,3.0
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"RASPBERRIES ,(P)",4.0,238378.38,False,core_food,4.3e-05,102.0,5.0
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"DARK CHOCOLATE CHIPS ,(P)",7.0,417162.16,False,core_food,7.6e-05,93.0,4.0
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"GRANOLA BERRIES ,(P)",1.0,59594.59,False,core_food,1.1e-05,111.0,8.0
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"WHIPPED CREAM,",3.0,178783.78,False,core_food,3.2e-05,106.0,6.0
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"PISTACHIO SAUCE ,(P)",63.0,3754459.41,False,core_food,0.000682,52.0,1.0
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"PASSION FRUIT SAUCE,(P)",1.0,59594.59,False,core_food,1.1e-05,111.0,8.0
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"RASPBERRY JAM,(P)",4.0,238378.38,False,core_food,4.3e-05,102.0,5.0
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"CHERRY JAM ,(P)",2.0,119189.19,False,core_food,2.2e-05,108.0,7.0
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"GUMMY BEARS ,(R)",3.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"MARSHMALLOWS,(R)",10.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"CRISPY CREPE,(R)",2.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"DARK CHOCOLATE SAUCE,(R)",7.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"FRUIT LOOPS,(R)",1.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"WHIPPED CREAM   ,",70.0,0.0,True,modifier,,,
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"SWITCH TO ICE CREAM,",7.0,1668648.63,False,core_food,0.000303,71.0,2.0
Conut - Tyre,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"PISTACHIO TOPPING,",155.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"NUTELLA SAUCE ,(R)",444.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,BLUEBERRIES .(P),9.0,243675.67,False,core_food,4.4e-05,101.0,3.0
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,RASPBERRIES .(P),2.0,60918.92,False,core_food,1.1e-05,110.0,5.0
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,DARK CHOCOLATE CHIPS .(P),7.0,213216.21,False,core_food,3.9e-05,103.0,4.0
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,GRANOLA BERRIES .(P),0.0,0.0,False,core_food,0.0,113.0,7.0
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"WHIPPED CREAM ,(P)",1.0,30459.46,False,core_food,6e-06,112.0,6.0
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"PISTACHIO SAUCE,(P)",27.0,791945.92,False,core_food,0.000144,82.0,2.0
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,CHERRY JAM .(P),2.0,30459.46,False,core_food,6e-06,112.0,6.0
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"GUMMY BEARS,(R)",8.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,MARSHMALLOWS .(R),15.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"CRISPY CREPE ,(R)",2.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"SALTED PRETZELS,(R)",1.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,STRAWBERRY .(R),465.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"BROWNIES,(R)",310.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"CRUSHED OREO ,(R)",13.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"CRUSHED LOTUS,(R)",72.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"SPRINKLES,(R)",11.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,LOTUS SAUCE .(R),12.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"CARAMEL SAUCE  ,(R)",200.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,DARK CHOCOLATE SAUCE .(R),1.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"FRUIT LOOPS ,(R)",2.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"NO TOPPINGS ,",29.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,WHIPPED CREAM  .,85.0,0.0,True,modifier,,,
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,switch to ice cream.,4.0,1430270.25,False,core_food,0.00026,76.0,1.0
Conut - Tyre,FREE MINI TOP,FREE MINI TOP,PISTACHIO TOPPING.,109.0,0.0,True,modifier,,,
Conut - Tyre,free dip,free dip,NUTELLA DIP.(R),100.0,0.0,True,modifier,,,
Conut - Tyre,free dip,free dip,LOTUS DIP.(R),7.0,0.0,True,modifier,,,
Conut - Tyre,free dip,free dip,WHITE CHOCOLATE DIP.(R),6.0,0.0,True,modifier,,,
Conut - Tyre,free dip,free dip,CARAMEL DIP.(R),6.0,0.0,True,modifier,,,
Conut - Tyre,free dip,free dip,SALTED CARAMEL DIP.(R),6.0,0.0,True,modifier,,,
Conut - Tyre,free dip,free dip,DARK CHOCOLATE DIP.(R),7.0,0.0,True,modifier,,,
Conut - Tyre,free dip,free dip,NO DIP,1.0,0.0,True,modifier,,,
Conut - Tyre,free dip,free dip,CHERRY JAM DIP.(P),3.0,357567.56,False,core_food,6.5e-05,97.0,1.0
Conut - Tyre,free dip,free dip,PISTACHIO DIP.(P),3.0,357567.56,False,core_food,6.5e-05,97.0,1.0
Conut - Tyre,free dip,free dip,PASSION FRUITS DIP.(P),2.0,238378.38,False,core_food,4.3e-05,102.0,2.0
Conut - Tyre,coffee type,coffee type,DECAF,19.0,0.0,True,modifier,,,
Conut - Tyre,coffee type,coffee type,REGULAR.,240.0,0.0,True,modifier,,,
Conut - Tyre,DRINK TYPE,DRINK TYPE,HOT,142.0,0.0,True,other_beverage,,,
Conut - Tyre,DRINK TYPE,DRINK TYPE,ICED,19.0,0.0,True,other_beverage,,,
Conut - Tyre,MILK OPTIONS,MILK OPTIONS,MILK OPTIONS,21.0,0.0,True,modifier,,,
Conut - Tyre,MILK OPTIONS,MILK OPTIONS,FULL FAT MILK,204.0,0.0,True,modifier,,,
Conut - Tyre,MILK OPTIONS,MILK OPTIONS,SKIMMED MILK.,11.0,0.0,True,modifier,,,
Conut - Tyre,MILK OPTIONS,MILK OPTIONS,LACTOSE FREE MILK.,19.0,0.0,True,modifier,,,
Conut - Tyre,MARSHMALLOW OPTIONS,MARSHMALLOW OPTIONS,TOASTED MARSHMALLOWS,2.0,238378.38,False,core_food,4.3e-05,102.0,1.0
Conut - Tyre,MARSHMALLOW OPTIONS,MARSHMALLOW OPTIONS,NO MARSHMALLLOWS,2.0,0.0,True,modifier,,,
Conut - Tyre,CONUT''S FAVORITE,CONUT''S FAVORITE,HOT CHOCOLATE,4.0,1907027.0,False,core_food,0.000346,66.0,1.0
Conut - Tyre,CONUT''S FAVORITE,CONUT''S FAVORITE,MATCHA LATTE,3.0,1787837.86,False,core_food,0.000325,68.0,2.0
Conut - Tyre,CONUT''S FAVORITE,CONUT''S FAVORITE,AFFOGATO,1.0,536351.34,False,core_food,9.7e-05,90.0,3.0
Conut,Hot-Coffee Based,Hot-Coffee Based,AMERICAN COFFEE,3.0,1072702.69,False,coffee_hot,0.000244,76.0,10.0
Conut,Hot-Coffee Based,Hot-Coffee Based,CAPPUCCINO,3.0,1251486.47,False,coffee_hot,0.000285,71.0,8.0
Conut,Hot-Coffee Based,Hot-Coffee Based,CAFFE LATTE,19.0,7926080.98,False,coffee_hot,0.001805,34.0,2.0
Conut,Hot-Coffee Based,Hot-Coffee Based,CAFE MOCHA,9.0,4564946.01,False,coffee_hot,0.00104,43.0,3.0
Conut,Hot-Coffee Based,Hot-Coffee Based,CARAMEL MACHIATO,5.0,2681756.72,False,coffee_hot,0.000611,52.0,5.0
Conut,Hot-Coffee Based,Hot-Coffee Based,CAFFE AMERICANO,16.0,4264324.26,False,coffee_hot,0.000971,45.0,4.0
Conut,Hot-Coffee Based,Hot-Coffee Based,SINGLE ESPRESSO,7.0,1668648.63,False,coffee_hot,0.00038,62.0,7.0
Conut,Hot-Coffee Based,Hot-Coffee Based,DOUBLE ESPRESSO,31.0,10181405.25,False,coffee_hot,0.002318,31.0,1.0
Conut,Hot-Coffee Based,Hot-Coffee Based,WHITE MOCHA,4.0,2028864.89,False,coffee_hot,0.000462,58.0,6.0
Conut,Hot-Coffee Based,Hot-Coffee Based,FLAT WHITE,3.0,1164081.06,False,coffee_hot,0.000265,73.0,9.0
Conut,Hot-Coffee Based,Free Dressing,[CARAMEL DRESSING],26.0,0.0,True,coffee_hot,,,
Conut,Hot-Coffee Based,Free Dressing,[CHOCOLATE DRESSING],29.0,0.0,True,coffee_hot,,,
Conut,Hot-Coffee Based,Free Dressing,[NO DRESSING],24.0,0.0,True,coffee_hot,,,
Conut,Hot-Coffee Based,Free Dressing,[STRAWBERRY DRESSING],10.0,0.0,True,coffee_hot,,,
Conut,Hot-Coffee Based,Free Dressing,[SALTED CARAMEL DRESSING],10.0,0.0,True,coffee_hot,,,
Conut,Hot-Coffee Based,Free Whipped Cream,WHIPPED CREAM...,42.0,0.0,True,coffee_hot,,,
Conut,Hot-Coffee Based,Free Whipped Cream,NO WHIPPED CREAM,61.0,0.0,True,coffee_hot,,,
Conut,Hot-Coffee Based,CHIMNEY CAKE OPTIONS,PRESSED,215.0,0.0,True,coffee_hot,,,
Conut,Hot-Coffee Based,CHIMNEY CAKE OPTIONS,REGULAR,45.0,0.0,True,coffee_hot,,,
Conut,Hot-Coffee Based,OPTIONS ICE CREAM,ICE CREAM ON TOP,257.0,0.0,True,coffee_hot,,,
Conut,Hot-Coffee Based,OPTIONS ICE CREAM,ICE CREAM ON THE SIDE,249.0,0.0,True,coffee_hot,,,
Conut,Bev Add-ons,Bev Add-ons,WHIPPED CREAM,4.0,476756.75,False,core_food,0.000109,89.0,1.0
Conut,Bev Add-ons,Bev Add-ons,"CARAMEL  SAUCE,",4.0,360216.21,False,core_food,8.2e-05,93.0,2.0
Conut,Bev Add-ons,Bev Add-ons,VANILLA SYRUP,3.0,270162.16,False,core_food,6.2e-05,97.0,3.0
Conut,Bev Add-ons,Bev Add-ons,EXTRA ESPRESSO SHOT,1.0,90054.05,False,core_food,2.1e-05,106.0,4.0
Conut,Frappes,Frappes,MOCHA FRAPPE,14.0,7508918.82,False,coffee_cold,0.00171,35.0,1.0
Conut,Frappes,Frappes,CARAMEL MOCHA FRAPPE,3.0,1609054.03,False,coffee_cold,0.000366,63.0,4.0
Conut,Frappes,Frappes,HAZELNUT MOCHA FRAPPE,2.0,1072702.69,False,coffee_cold,0.000244,76.0,5.0
Conut,Frappes,Frappes,CARAMEL FRAPPE,8.0,4290810.75,False,coffee_cold,0.000977,44.0,2.0
Conut,Frappes,Frappes,VANILLA FRAPPE,2.0,1072702.69,False,coffee_cold,0.000244,76.0,5.0
Conut,Frappes,Frappes,WHITE MOCHA FRAPPE,4.0,2145405.38,False,coffee_cold,0.000489,56.0,3.0
Conut,Frappes,Frappes,SALTED CARAMEL FRAPPE,2.0,1072702.69,False,coffee_cold,0.000244,76.0,5.0
Conut,Frappes,Frappes,ESPRESSO FRAPPE,2.0,895243.23,False,coffee_cold,0.000204,79.0,6.0
Conut,Frappes,Frappes,TOFFEE NUT FRAPPE,1.0,536351.34,False,coffee_cold,0.000122,87.0,7.0
Conut,Shakes,Shakes,VANILLA MILKSHAKE,14.0,7508918.82,False,milkshake,0.00171,35.0,3.0
Conut,Shakes,Shakes,OREO MILKSHAKE,19.0,13587567.67,False,milkshake,0.003094,29.0,1.0
Conut,Shakes,Shakes,STRAWBERRY MILKSHAKE,12.0,8581621.68,False,milkshake,0.001954,33.0,2.0
Conut,Shakes,Shakes,SALTED CARAMEL MILKSHAKE,8.0,6197837.87,False,milkshake,0.001411,38.0,4.0
Conut,Shakes,Shakes,PISTACHIO MILKSHAKE,4.0,3575675.69,False,milkshake,0.000814,47.0,5.0
Conut,Shakes,Shakes,GRANOLA BERRIES MILKSHAKE,2.0,1549459.47,False,milkshake,0.000353,64.0,8.0
Conut,Shakes,Shakes,DOUBLE CHOCOLATE MILKSHAKE,4.0,3098918.94,False,milkshake,0.000706,48.0,6.0
Conut,Shakes,Shakes,FRUIT LOOPS MILKSHAKE,1.0,774729.73,False,milkshake,0.000176,81.0,9.0
Conut,Shakes,Shakes,TOFFEE NUT MILKSHAKE,3.0,2324189.2,False,milkshake,0.000529,53.0,7.0
Conut,Hot and Cold Drinks,Hot and Cold Drinks,ICED CHOCOLATE,3.0,1342864.84,False,other_beverage,0.000306,69.0,6.0
Conut,Hot and Cold Drinks,Hot and Cold Drinks,WATER,907.0,72069724.84,False,other_beverage,0.016411,17.0,1.0
Conut,Hot and Cold Drinks,Hot and Cold Drinks,VIA SPARKLING WATER,24.0,4290810.75,False,other_beverage,0.000977,44.0,4.0
Conut,Hot and Cold Drinks,Hot and Cold Drinks,MANGO PASSION,22.0,9177567.45,False,other_beverage,0.00209,32.0,2.0
Conut,Hot and Cold Drinks,Hot and Cold Drinks,MELON PASSION,7.0,2920135.1,False,other_beverage,0.000665,50.0,5.0
Conut,Hot and Cold Drinks,Hot and Cold Drinks,WILD BERRIES,13.0,5423108.04,False,other_beverage,0.001235,41.0,3.0
Conut,Hot and Cold Drinks,Hot and Cold Drinks,WILD BERRIES PASSION,2.0,834324.31,False,other_beverage,0.00019,80.0,8.0
Conut,Hot and Cold Drinks,TEA FLAVORS,EARL GREY,1.0,297972.97,False,other_beverage,6.8e-05,96.0,10.0
Conut,Hot and Cold Drinks,TEA FLAVORS,GREEN TEA,2.0,595945.94,False,other_beverage,0.000136,85.0,9.0
Conut,Hot and Cold Drinks,TEA FLAVORS,PEPPERMINT TEA,1.0,297972.97,False,other_beverage,6.8e-05,96.0,10.0
Conut,Hot and Cold Drinks,TEA FLAVORS,PEACH ICED TEA,7.0,2920135.1,False,other_beverage,0.000665,50.0,5.0
Conut,Hot and Cold Drinks,TEA FLAVORS,RASPBERRY ICED TEA,3.0,1251486.47,False,other_beverage,0.000285,71.0,7.0
Conut,Conuts,Conuts,NO CINNAMON,11.0,0.0,True,modifier,,,
Conut,Extras and Sides,Extras and Sides,ADD ICE CREAM,324.0,154469187.13,False,core_food,0.035175,9.0,1.0
Conut,Delivery Service,Delivery,DELIVERY CHARGE,216.0,51489729.04,False,core_food,0.011725,20.0,1.0
Conut,Delivery Service,Delivery,SEND CUTLERY,3.0,0.0,True,modifier,,,
Conut,Delivery Service,Delivery,TAKE AWAY,216.0,0.0,True,modifier,,,
Conut,Free Conut Spreads,Free Conut Spreads,NUTELLA SPREAD CONUT.,972.0,0.0,True,modifier,,,
Conut,Free Conut Spreads,Free Conut Spreads,LOTUS SPREAD CONUT.,50.0,0.0,True,modifier,,,
Conut,Free Conut Spreads,Free Conut Spreads,WHITE CHOCOLATE SPREAD CONUT.,184.0,0.0,True,modifier,,,
Conut,Free Conut Spreads,Free Conut Spreads,PISTACHIO SPREAD CONUT.,7.0,213216.21,False,core_food,4.9e-05,99.0,1.0
Conut,Free Conut Spreads,Free Conut Spreads,NO SPREAD.,31.0,0.0,True,modifier,,,
Conut,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NUTELLA SPREAD CHIMNEY.,1205.0,0.0,True,modifier,,,
Conut,Free Chimney Cake Spreads,Free Chimney Cake Spreads,LOTUS SPREAD CHIMNEY.,70.0,0.0,True,modifier,,,
Conut,Free Chimney Cake Spreads,Free Chimney Cake Spreads,WHITE CHOCOLATE SPREAD CHIMNEY.,184.0,0.0,True,modifier,,,
Conut,Free Chimney Cake Spreads,Free Chimney Cake Spreads,PISTACHIO SPREAD CHIMNEY.,19.0,1132297.28,False,core_food,0.000258,74.0,1.0
Conut,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NO SPREAD,68.0,0.0,True,modifier,,,
Conut,Holder,Holders,ARGENTINA,1.0,0.0,True,modifier,,,
Conut,Holder,Holders,ENGLAND HOLDER,1.0,0.0,True,modifier,,,
Conut,ITEMS,ITEMS,CLASSIC CHIMNEY,260.0,154945947.7,False,core_food,0.035283,8.0,8.0
Conut,ITEMS,ITEMS,MINI THE ONE,153.0,77604082.2,False,core_food,0.017672,15.0,14.0
Conut,ITEMS,ITEMS,MINI THE ORIGINAL,100.0,47675675.04,False,core_food,0.010856,22.0,19.0
Conut,ITEMS,ITEMS,CONUT THE ORIGINAL,374.0,323429136.08,False,core_food,0.073649,3.0,3.0
Conut,ITEMS,ITEMS,CHIMNEY THE ORIGINAL,182.0,216924324.11,False,core_food,0.049397,5.0,5.0
Conut,ITEMS,ITEMS,CONUT THE ONE,554.0,495231082.62,False,core_food,0.112771,2.0,2.0
Conut,ITEMS,ITEMS,CHIMNEY THE ONE,870.0,1088793241.51,False,core_food,0.247934,1.0,1.0
Conut,ITEMS,ITEMS,MINI PISTACHIO,36.0,22550594.8,False,core_food,0.005135,27.0,23.0
Conut,ITEMS,ITEMS,CONUT PISTACHIO,104.0,105363243.37,False,core_food,0.023993,11.0,10.0
Conut,ITEMS,ITEMS,CHIMNEY PISTACHIO,116.0,165911350.84,False,core_food,0.03778,7.0,7.0
Conut,ITEMS,ITEMS,MINI BOSTON CHEESECAKE,40.0,21454053.77,False,core_food,0.004885,28.0,24.0
Conut,ITEMS,ITEMS,CONUT BOSTON CHEESECAKE,82.0,75799027.17,False,core_food,0.017261,16.0,15.0
Conut,ITEMS,ITEMS,CHIMNEY BOSTON CHEESECAKE,75.0,98331080.87,False,core_food,0.022391,12.0,11.0
Conut,ITEMS,ITEMS,MINI BERRY MIX,49.0,24853594.95,False,core_food,0.00566,25.0,22.0
Conut,ITEMS,ITEMS,CONUT BERRY MIX,134.0,119785135.51,False,core_food,0.027277,10.0,9.0
Conut,ITEMS,ITEMS,CHIMNEY BERRY MIX,67.0,83849594.46,False,core_food,0.019094,14.0,13.0
Conut,ITEMS,ITEMS,ICE CREAM BOWL,142.0,84624325.28,False,core_food,0.01927,13.0,12.0
Conut,ITEMS,ITEMS,CONUT BITES,61.0,39987973.34,False,core_food,0.009106,23.0,20.0
Conut,ITEMS,ITEMS,CINNAMON SUGAR RINGS,5.0,2085810.78,False,core_food,0.000475,57.0,25.0
Conut,ITEMS,ITEMS,CHOCOLATE CHIPS RINGS,2.0,953513.5,False,core_food,0.000217,77.0,26.0
Conut,ITEMS,ITEMS,CONUT TRIPLE CHOCOLATE,184.0,170085621.94,False,core_food,0.038731,6.0,6.0
Conut,ITEMS,ITEMS,MINI TRIPLE CHOCOLATE,48.0,25744864.52,False,core_food,0.005862,24.0,21.0
Conut,ITEMS,ITEMS,CHIMNEY TRIPLE CHOCOLATE,167.0,218950540.08,False,core_food,0.049858,4.0,4.0
Conut,ITEMS,ITEMS,CHIMNEY COMBO.,14.0,55065405.49,False,core_food,0.012539,19.0,17.0
Conut,ITEMS,ITEMS,CONUT COMBO,18.0,49344324.2,False,core_food,0.011236,21.0,18.0
Conut,ITEMS,ITEMS,THE SHARING BOX.,41.0,68414594.87,False,core_food,0.015579,18.0,16.0
Conut,ITEMS,ITEMS,THE ONE CONUT,18.0,0.0,True,modifier,,,
Conut,ITEMS,ITEMS,THE ONE MINI,40.0,0.0,True,modifier,,,
Conut,ITEMS,ITEMS,THE ONE CHIMNEY,14.0,0.0,True,modifier,,,
Conut,ITEMS,ITEMS,PISTACHIO CONUT,18.0,0.0,True,modifier,,,
Conut,ITEMS,ITEMS,PISTACHIO MINI,40.0,0.0,True,modifier,,,
Conut,ITEMS,ITEMS,PISTACHIO CHIMNEY,14.0,0.0,True,modifier,,,
Conut,ITEMS,ITEMS,TRIPLE CHOCOLATE CONUT,18.0,0.0,True,modifier,,,
Conut,ITEMS,ITEMS,TRIPLE CHOCOLATE MINI,40.0,0.0,True,modifier,,,
Conut,ITEMS,ITEMS,TRIPLE CHOCOLATE CHIMNEY,14.0,0.0,True,modifier,,,
Conut,ITEMS,ITEMS,BOSTON CHEESECAKE CONUT,18.0,0.0,True,modifier,,,
Conut,ITEMS,ITEMS,BOSTON CHEESECAKE MINI,40.0,0.0,True,modifier,,,
Conut,ITEMS,ITEMS,BOSTON CHEESECAKE CHIMNEY,14.0,0.0,True,modifier,,,
Conut,EXTRA MINI SPREAD,EXTRA MINI SPREAD,NUTELLA SPREAD MINI,1.0,59594.59,False,core_food,1.4e-05,108.0,1.0
Conut,EXTRA MINI SPREAD,EXTRA MINI SPREAD,"NO SPREAD,.",35.0,0.0,True,modifier,,,
Conut,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,NUTELLA SPREAD CONUT,22.0,1981189.15,False,core_food,0.000451,60.0,1.0
Conut,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,LOTUS SPREAD CONUT,7.0,630378.37,False,core_food,0.000144,83.0,2.0
Conut,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,WHITE CHOCOLATE SPREAD CONUT,4.0,360216.21,False,core_food,8.2e-05,93.0,3.0
Conut,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,PISTACHIO SPREAD CONUT,1.0,119189.19,False,core_food,2.7e-05,104.0,4.0
Conut,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,NO SPREAD..,170.0,0.0,True,modifier,,,
Conut,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,NUTELLA SPREAD CHIMNEY,23.0,4112026.97,False,core_food,0.000936,46.0,2.0
Conut,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,LOTUS SPREAD CHIMNEY,32.0,5721081.0,False,core_food,0.001303,40.0,1.0
Conut,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,WHITE CHOCOLATE SPREAD CHIMNEY,13.0,2324189.16,False,core_food,0.000529,54.0,3.0
Conut,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,PISTACHIO SPREAD CHIMNEY,3.0,715135.13,False,core_food,0.000163,82.0,4.0
Conut,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,"NO SPREAD,,",164.0,0.0,True,modifier,,,
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRUSHED OREO (R),6.0,540324.31,False,core_food,0.000123,86.0,7.0
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRUSHED LOTUS (R),2.0,180108.1,False,core_food,4.1e-05,101.0,13.0
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BROWNIES (R),10.0,900540.52,False,core_food,0.000205,78.0,5.0
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRISPY CREPE (R),3.0,270162.16,False,core_food,6.2e-05,97.0,11.0
